,ICAO,IATA,name,city,country,latitude_deg,latitude_min,"latitude,sec",latitude_dir,longitude_deg,longitude_min,longitude_sec,longitude_dir,altitude,latitude,longitude
2936,GCRR,ACE,LANZAROTE,LANZEROTE,CANARY ISLANDS,28,56,43,N,13,36,18,W,15,28.945,-13.605
2937,GCTS,TFS,TENERIFE SUR,TENERIFE,CANARY ISLANDS,28,2,40,N,16,34,20,W,64,28.044,-16.572
2938,GCXO,TFN,TENERIFE NORTE,TENERIFE,CANARY ISLANDS,28,28,57,N,16,20,29,W,632,28.482,-16.341
2939,GEHM,,,MELILLA,SPANISH NORTH AFRICA,0,0,0,U,0,0,0,U,0,0.0,0.0
2940,GEML,MLN,MELILLA,MELILLA,SPANISH NORTH AFRICA,35,16,47,N,2,57,22,W,48,35.28,-2.956
2941,GFBN,BTE,,BONTHE,SIERRA LEONE,0,0,0,U,0,0,0,U,0,0.0,0.0
2942,GFBO,KBS,,BO,SIERRA LEONE,0,0,0,U,0,0,0,U,0,0.0,0.0
2943,GFGK,GBK,,GBANGBATOK,SIERRA LEONE,0,0,0,U,0,0,0,U,0,0.0,0.0
2944,GFHA,HGS,HASTINGS,HASTINGS,SIERRA LEONE,8,23,40,N,13,7,42,W,19,8.394,-13.128
2945,GFKB,KBA,,KABALA,SIERRA LEONE,0,0,0,U,0,0,0,U,0,0.0,0.0
2946,GFKE,KEN,,KENEMA,SIERRA LEONE,0,0,0,U,0,0,0,U,0,0.0,0.0
2947,GFLL,FNA,FREETOWN LUNGI,FREETOWN,SIERRA LEONE,8,36,59,N,13,11,43,W,26,8.616,-13.195
2948,GFTO,,,TONGO,SIERRA LEONE,0,0,0,U,0,0,0,U,0,0.0,0.0
2949,GFYE,WYE,,YENGEMA,SIERRA LEONE,0,0,0,U,0,0,0,U,0,0.0,0.0
2950,GGBB,,,BAMBADINCA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2951,GGBE,,,BEDANDA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2952,GGBF,,,BAFATA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2953,GGBI,,,BISSORA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2954,GGBO,,,BOLAMA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2955,GGBU,,,BUBAQUE,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2956,GGCC,,,CACINE,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2957,GGCF,,CUFAR,CUFAR,GUINEA BISSAU,11,17,17,N,15,10,50,W,20,11.288,-15.181
2958,GGCG,,,CANTCHUNGO,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2959,GGCT,,,CATIO,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2960,GGCV,,,CARAVELA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2961,GGEP,,,EMPADA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2962,GGFO,,,FORMOSA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2963,GGFR,,,FARIM,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2964,GGFU,,,FULACUNDA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2965,GGGA,,,GALINHAS,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2966,GGGB,,,GABU,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2967,GGMS,,,MANSOA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2968,GGOV,BXO,BISSAU OSWALDO VIEIRA INTERNATIONAL,BISSAU,GUINEA BISSAU,11,53,41,N,15,39,13,W,40,11.895,-15.654
2969,GGPC,,,PECIXE,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2970,GGPR,,,PIRADA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2971,GGSD,,,SAO DOMINGOS,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2972,GGTT,,,TITE,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2973,GGUN,,,UNO,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2974,GGVR,,,VARELA,GUINEA BISSAU,0,0,0,U,0,0,0,U,0,0.0,0.0
2975,GLBU,UCN,,BUCHANAN,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2976,GLCM,,,ROBERTSPORT,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2977,GLCP,CPA,,HARPER,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2978,GLGE,SNI,,GREENVILLE,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2979,GLMR,MLW,MONROVIA SPRIGGS PAYNE,MONROVIA,LIBERIA,6,17,20,N,10,45,31,W,8,6.289,-10.759
2980,GLNA,NIA,,GRASSFIELD,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2981,GLRB,ROB,MONROVIA ROBERTS INTERNATIONAL,MONROVIA,LIBERIA,6,14,1,N,10,21,44,W,10,6.234,-10.362
2982,GLSK,,,SANNIQUELLIE,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2983,GLST,,,SASSTOWN,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2984,GLTN,THC,,TCHIEN,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2985,GLVA,,,VOINJAMA,LIBERIA,0,0,0,U,0,0,0,U,0,0.0,0.0
2986,GMAA,AGA,INEZGANE,AGADIR,MOROCCO,30,22,52,N,9,32,46,W,28,30.381,-9.546
2987,GMAT,TTA,PLAGE BLANCHE,TAN TAN,MOROCCO,28,26,53,N,11,9,40,W,200,28.448,-11.161
2988,GMAZ,,,ZAGORA,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
2989,GMFA,,,OUEZZANE,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
2990,GMFF,FEZ,SAISS,FEZ,MOROCCO,33,55,38,N,4,58,40,W,580,33.927,-4.978
2991,GMFI,,IFRANE,IFRANE,MOROCCO,33,30,19,N,5,9,10,W,1664,33.505,-5.153
2992,GMFK,ERH,MOULAY ALI CHERIF,ER-RACHIDIA,MOROCCO,31,56,56,N,4,24,2,W,1045,31.949,-4.401
2993,GMFM,MEK,BASSATINE,MEKNES,MOROCCO,33,52,44,N,5,30,54,W,577,33.879,-5.515
2994,GMFN,,TAOUIMA,NADOR,MOROCCO,35,9,12,N,2,55,12,W,4,35.153,-2.92
2995,GMFO,OUD,ANGADS,OUJDA,MOROCCO,34,47,13,N,1,55,26,W,468,34.787,-1.924
2996,GMFT,,,TOUAHAR,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
2997,GMFU,,,FEZ,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
2998,GMFZ,,,TAZA,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
2999,GMMB,,,BEN SLIMANE,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
3000,GMMC,CAS,ANFA,CASABLANCA,MOROCCO,33,33,12,N,7,39,41,W,62,33.553,-7.661
3001,GMMD,,,BENI-MELLAL,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
3002,GMME,RBA,SALE,RABAT,MOROCCO,34,3,5,N,6,45,5,W,85,34.051,-6.751
3003,GMMF,SII,SIDI IFNI,SIDI IFINI,MOROCCO,29,22,8,N,10,10,48,W,58,29.369,-10.18
3004,GMMI,,ESSAOUIRA,ESSADOUIRA,MOROCCO,31,24,14,N,9,41,5,W,118,31.404,-9.685
3005,GMMJ,,,EL JADIDA,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
3006,GMMK,,,KHOURIBGA,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
3007,GMMN,CMN,MOHAMMED V,CASABLANCA,MOROCCO,33,22,4,N,7,35,16,W,200,33.368,-7.588
3008,GMMO,,,TAROUDANT,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
3009,GMMS,SFI,,SAFI,MALTA,0,0,0,U,0,0,0,U,0,0.0,0.0
3010,GMMT,,,CASABLANCA,MOROCCO,0,0,0,U,0,0,0,U,0,0.0,0.0
3011,GMMX,RAK,MENARA,MARRAKECH,MOROCCO,31,36,24,N,8,2,10,W,468,31.607,-8.036
3012,GMMY,NNA,KENITRA,KENTIRA,MOROCCO,34,17,56,N,6,35,45,W,5,34.299,-6.596
3013,GMMZ,OZZ,OUARZAZATE,OUARZAZATE,MOROCCO,30,56,20,N,6,54,33,W,1154,30.939,-6.909
3014,GMTA,AHU,CHERIF EL IDRISSI,AL HOCIEMA,MOROCCO,35,10,37,N,3,50,22,W,28,35.177,-3.839
3015,GMTN,TTU,SANIAT RMEL,TETOUAN,MOROCCO,35,35,39,N,5,19,12,W,4,35.594,-5.32
3016,GMTT,TNG,IBN BATOUTA,TANGER,MOROCCO,35,43,36,N,5,55,0,W,19,35.727,-5.917
3017,GOGG,ZIG,ZIGUINCHOR,ZIGUINCHOR,SENEGAL,12,33,20,N,16,16,54,W,23,12.556,-16.282
3018,GOGK,KDA,KOLDA,KOLDA,SENEGAL,12,52,48,N,14,57,19,W,1,12.88,-14.955
3019,GOGS,CSK,CAP SKIRING,CAP SKIRING,SENEGAL,12,24,36,N,16,44,46,W,16,12.41,-16.746
3020,GOOD,,,DIOURBEL,SENEGAL,0,0,0,U,0,0,0,U,0,0.0,0.0
3021,GOOG,,,LINGUERE,SENEGAL,0,0,0,U,0,0,0,U,0,0.0,0.0
3022,GOOK,KLC,KAOLACK,KAOLACK,SENEGAL,14,8,48,N,16,3,4,W,8,14.147,-16.051
3023,GOOY,DKR,LEOPOLD SEDAR SENGHOR INTERNATIONAL,DAKAR,SENEGAL,14,44,22,N,17,29,24,W,26,14.739,-17.49
3024,GOSM,MAX,,MATAM,SENEGAL,0,0,0,U,0,0,0,U,0,0.0,0.0
3025,GOSP,POD,,PODOR,SENEGAL,0,0,0,U,0,0,0,U,0,0.0,0.0
3026,GOSR,RDT,,RICHARD TOLL,SENEGAL,0,0,0,U,0,0,0,U,0,0.0,0.0
3027,GOSS,XLS,SAINT LOUIS,ST. LOUIS,SENEGAL,16,2,59,N,16,27,40,W,3,16.05,-16.461
3028,GOTB,BXE,BAKEL,BAKEL,SENEGAL,14,50,50,N,12,28,5,W,30,14.847,-12.468
3029,GOTK,KGG,KEDOUGOU,KEDOUGOU,SENEGAL,12,34,20,N,12,13,13,W,179,12.572,-12.22
3030,GOTN,,,NIOKOLO KOBA,SENEGAL,0,0,0,U,0,0,0,U,0,0.0,0.0
3031,GOTS,SMY,,SIMENTI,SENEGAL,0,0,0,U,0,0,0,U,0,0.0,0.0
3032,GOTT,TUD,TAMBACOUNDA,TAMBACOUNDA,SENEGAL,13,44,12,N,13,39,11,W,50,13.737,-13.653
3033,GQNA,IEO,AIOUN EL ATROUSS,AIOUN EL ATROUSS,MAURITANIA,16,42,40,N,9,38,16,W,290,16.711,-9.638
3034,GQNB,OTL,,BOUTILIMIT,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3035,GQNC,THI,,TICHITT,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3036,GQND,TIY,TIDJIKJA,TIDJIKJA,MAURITANIA,18,34,13,N,11,25,23,W,41,18.57,-11.423
3037,GQNE,BGH,,BOGUE,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3038,GQNF,KFA,KIFFA,KIFFA,MAURITANIA,16,35,23,N,11,24,22,W,129,16.59,-11.406
3039,GQNI,EMN,NEMA,NEMA,MAURITANIA,16,37,19,N,7,18,52,W,232,16.622,-7.314
3040,GQNJ,AJJ,,AKJOUJT,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3041,GQNK,KED,KAEDI,KAEDI,MAURITANIA,16,9,34,N,13,30,27,W,23,16.159,-13.508
3042,GQNL,MOM,,MOUDJERIA,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3043,GQNM,TMD,,TIMBEDRA,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3044,GQNN,NKC,NOUAKCHOTT,NOUAKSCHOTT,MAURITANIA,18,5,52,N,15,56,52,W,3,18.098,-15.948
3045,GQNR,,,ROSSO,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3046,GQNS,SEY,SELIBADY,SELIBABI,MAURITANIA,15,10,46,N,12,12,26,W,80,15.179,-12.207
3047,GQNT,THT,,TAMCHAKETT,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3048,GQNU,,,M'BOUT,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3049,GQPA,ATR,ATAR,ATAR,MAURITANIA,20,30,24,N,13,2,35,W,232,20.507,-13.043
3050,GQPF,FGD,,F'DERIK,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3051,GQPP,NDB,NOUADHIBOU,NOUADHIBOU,MAURITANIA,20,55,42,N,17,1,52,W,5,20.928,-17.031
3052,GQPT,,BIR MOGHREIN,BIR MOGHREIN,MAURITANIA,25,14,12,N,11,35,19,W,364,25.237,-11.589
3053,GQPZ,OUZ,,ZOUERATT,MAURITANIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3054,GSAI,,,EL AAIUN,OCCIDENTAL SAHARA,0,0,0,U,0,0,0,U,0,0.0,0.0
3055,GSVO,,,VILLA CISNEROS,OCCIDENTAL SAHARA,0,0,0,U,0,0,0,U,0,0.0,0.0
3056,GUFA,FIG,FRIA,FIRA,GUINEA,10,21,2,N,13,34,9,W,152,10.351,-13.569
3057,GUFH,FAA,FARANAH,FARANAH,GUINEA,10,2,8,N,10,46,11,W,450,10.036,-10.77
3058,GUGO,,,BANAKORO,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3059,GUKR,,,KAMSAR,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3060,GUKU,KSI,,KISSIDOUGOU,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3061,GULB,LEK,LABE,LABE,GUINEA,11,19,34,N,12,17,13,W,1036,11.326,-12.287
3062,GUMA,MCA,MACENTA,MACENTA,GUINEA,8,28,52,N,9,31,33,W,516,8.481,-9.526
3063,GUNZ,NZE,NZEREKORE,N'ZEREKORE,GUINEA,7,48,21,N,8,42,6,W,506,7.806,-8.702
3064,GUOK,BKJ,,BOKE,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3065,GUSA,,,SANGAREDI,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3066,GUSB,SBI,,KOUNDARA,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3067,GUSI,GII,,SIGUIRI,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3068,GUXN,KNN,,KANKAN,GUINEA,0,0,0,U,0,0,0,U,0,0.0,0.0
3069,GVAC,SID,AMILCAR CABRAL INTERNATIONAL,AMILCAR CABRAL,CAPE VERDE ISLANDS,16,44,29,N,22,56,58,W,54,16.741,-22.949
3070,GVBA,BVC,RABIL,BOA VISTA,CAPE VERDE ISLANDS,16,8,12,N,22,53,20,W,22,16.137,-22.889
3071,GVFM,RAI,FRANCISCO MENDES,FRANCISCO MENDEZ,CAPE VERDE ISLANDS,14,55,28,N,23,29,36,W,71,14.924,-23.493
3072,GVMA,MMO,MAIO,MAIO,CAPE VERDE ISLANDS,15,9,21,N,23,12,49,W,11,15.156,-23.214
3073,GVMT,,,MOSTEIROS,CAPE VERDE ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
3074,GVPR,RAI,,PRAIA,CAPE VERDE ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
3075,GVSF,,,SAO FELIPE,CAPE VERDE ISLANDS,0,0,0,U,0,0,0,U,0,0.0,0.0
3076,GVSN,SNE,PREGUICA,SAO NOCOLAU ISLAND,CAPE VERDE ISLANDS,16,35,18,N,24,17,4,W,204,16.588,-24.284
3077,GVSV,VXE,SAO PEDRO,SAO VICENTE ISLAND,CAPE VERDE ISLANDS,16,50,2,N,25,3,24,W,21,16.834,-25.057
3078,GYGM,,,GIMLI,CANADA,0,0,0,U,0,0,0,U,0,0.0,0.0
3079,HAAB,ADD,BOLE INTERNATIONAL,ADDIS ABABA,ETHIOPIA,8,58,37,N,38,48,0,E,2323,8.977,38.8
3080,HAAD,,,ADABA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3081,HAAG,,,AGORDAT,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3082,HAAL,,LIDETA,ADDIS ABABA,ETHIOPIA,9,0,13,N,38,43,32,E,2362,9.004,38.726
3083,HAAM,AMH,,ARBA MINCH,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3084,HAAW,,,AWASH,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3085,HAAX,AXU,,AXUM,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3086,HAAY,ASM,,ASMARA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3087,HABB,XBL,,BUNNO BEDELE,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3088,HABC,BCO,,BACO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3089,HABD,BJR,BAHIR DAR,BAHAR DAR,ETHIOPIA,11,36,29,N,37,19,17,E,1829,11.608,37.321
3090,HABE,BEI,,BEICA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3091,HABU,BCY,,BULCHI,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3092,HADB,,,DAGABOUR,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3093,HADC,DSE,,DESSIE,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3094,HADD,DEM,,DEMBIDOLLO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3095,HADK,ABK,,KABRE DARE,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3096,HADL,,,DALLOL,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3097,HADM,DBM,,DEBRE MARCOS,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3098,HADN,,,DANGUILLA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3099,HADO,,,DODOLA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3100,HADR,DIR,ABA TENNA DEJAZMATCH YILMA INTERNATIONAL,DIRE DAWA,ETHIOPIA,9,37,30,N,41,51,15,E,1143,9.625,41.854
3101,HADT,DBT,,DEBRE TABOR,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3102,HAFN,,,FINCHA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3103,HAGB,GOB,,GOBA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3104,HAGH,GNN,,GHINNIR,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3105,HAGL,,,GALADI,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3106,HAGM,GMB,GAMBELLA,GAMBELLA,ETHIOPIA,8,7,42,N,34,33,48,E,485,8.128,34.563
3107,HAGN,GDQ,GONDER,GONDAR,ETHIOPIA,12,31,6,N,37,25,56,E,197,12.518,37.432
3108,HAGO,GCE,,GODE,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3109,HAGR,GOR,,GORE,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3110,HAGU,,,GURA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3111,HAHM,,HARAR MEDA,DEBRE ZEIT,ETHIOPIA,8,42,56,N,39,0,29,E,1880,8.716,39.008
3112,HAHS,,,HOSSANA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3113,HAHU,HUE,,HUMERA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3114,HAJJ,,,JIJIGA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3115,HAJM,JIM,ABA SEGUD,JIMMA,ETHIOPIA,7,39,57,N,36,48,59,E,1683,7.666,36.816
3116,HAKL,,,KELAFO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3117,HALA,AWA,,AWASA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3118,HALL,LLI,LALIBELLA,LALIBELLA,ETHIOPIA,11,58,29,N,38,58,47,E,1982,11.975,38.98
3119,HAME,,,MIESO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3120,HAMJ,,,MAJI,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3121,HAMK,MQX,MEKELE,MAKALE,ETHIOPIA,13,28,2,N,39,32,0,E,2232,13.467,39.533
3122,HAML,MZX,,MASSLO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3123,HAMM,ETE,,METEMA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3124,HAMN,NDM,,MENDI,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3125,HAMO,OTA,,MOTA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3126,HAMR,MUJ,,MUI RIVER,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3127,HAMS,MSW,,MASSAWA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3128,HAMT,MTF,,MIZAN TEFERI,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3129,HANG,,,NEGHELLE,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3130,HANJ,,,NEJO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3131,HANK,NEK,,NEKEMTE,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3132,HASB,ASA,,ASSAB,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3133,HASD,SXU,,SODO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3134,HASH,,,SHEIK HUSSEIN,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3135,HASO,ASO,,ASOSA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3136,HATO,,,TENDAHO,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3137,HATP,TIE,,TIPPI,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3138,HATS,TES,,TESSENEI,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3139,HAWC,WAC,,WACCA,ETHIOPIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3140,HBBA,BJM,BUJUMBURA INTERNATIONAL,BUJUMBURA,BURUNDI,3,19,26,S,29,19,6,E,787,-3.324,29.318
3141,HBBE,GID,,GITEGA,BURUNDI,0,0,0,U,0,0,0,U,0,0.0,0.0
3142,HBBK,,,KIOFI-GIHOFI,BURUNDI,0,0,0,U,0,0,0,U,0,0.0,0.0
3143,HBBL,,,NYANZA-LAC,BURUNDI,0,0,0,U,0,0,0,U,0,0.0,0.0
3144,HBBM,,,MUGERA,BURUNDI,0,0,0,U,0,0,0,U,0,0.0,0.0
3145,HBBN,,,NYAKAGUNDA,BURUNDI,0,0,0,U,0,0,0,U,0,0.0,0.0
3146,HBBO,KRE,,KIRUNDO,BURKINA FASO,0,0,0,U,0,0,0,U,0,0.0,0.0
3147,HCMA,ALU,,ALULA,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3148,HCMB,,BAIDOA,BAIDOA,SOMALIA,3,5,55,N,43,37,27,E,464,3.099,43.624
3149,HCMC,,,CANDALA,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3150,HCMD,,,BARDERA,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3151,HCME,,,EIL,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3152,HCMF,,,BOSASO,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3153,HCMG,,,GARDO,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3154,HCMH,HGA,HARGEISA,HARGEISA,SOMALIA,9,31,5,N,44,5,19,E,1349,9.518,44.089
3155,HCMI,BBO,BERBERA,BERBERA,SOMALIA,10,23,21,N,44,56,27,E,10,10.389,44.941
3156,HCMJ,,,LUGH FERRANDI,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3157,HCMK,KMU,KISIMAYU,KISMAYU,SOMALIA,0,22,38,S,42,27,33,E,15,-0.377,42.459
3158,HCML,,,EL BUR,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3159,HCMM,MGQ,MOGADISHU,MOGADISHU,SOMALIA,2,0,49,N,45,18,17,E,10,2.014,45.305
3160,HCMN,,,BELET UEN,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3161,HCMO,,,OBBIA,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3162,HCMP,,,LAS ANOD,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3163,HCMR,GLK,,GALCAIO,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3164,HCMS,,,SCUSCIUBAN,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3165,HCMU,,,ERIGAVO,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3166,HCMV,BUO,,BURAO,SOMALIA,0,0,0,U,0,0,0,U,0,0.0,0.0
3167,HEAR,,EL ARISH INTERNATIONAL,EL ARISH,EGYPT,31,4,24,N,33,50,9,E,37,31.073,33.836
3168,HEAT,,ASYUT INTERNATIONAL,ASYUT,EGYPT,27,2,47,N,31,0,43,E,236,27.046,31.012
3169,HEAX,ALY,ALEXANDRIA INTERNATIONAL,ALEXANDRIA,EGYPT,31,11,2,N,29,56,56,E,-1,31.184,29.949
3170,HEBL,ABS,ABU SIMBEL,ABU SIMBEL,EGYPT,22,22,33,N,31,36,42,E,188,22.376,31.612
3171,HECA,CAI,CAIRO INTERNATIONAL,CAIRO,EGYPT,30,7,19,N,31,24,20,E,117,30.122,31.406
3172,HECW,,CAIRO WEST,CAIRO,EGYPT,30,6,58,N,30,54,55,E,168,30.116,30.915
3173,HEEM,,EMBABA,EMBABA,EGYPT,30,4,28,N,31,11,31,E,18,30.074,31.192
3174,HEGN,HRG,HURGHADA INTERNATIONAL,HURGHADA,EGYPT,27,11,2,N,33,47,54,E,16,27.184,33.798
3175,HEGR,,EL GORA,EL-GORA,EGYPT,31,4,8,N,34,7,45,E,99,31.069,34.129
3176,HEKB,,,EL NAKAB,EGYPT,0,0,0,U,0,0,0,U,0,0.0,0.0
3177,HELX,LXR,LUXOR INTERNATIONAL,LUXOR,EGYPT,25,40,15,N,32,42,23,E,90,25.671,32.706
3178,HEMM,MUH,MERSA MATRUH,MERSA-MATRUH,EGYPT,31,19,31,N,27,13,18,E,29,31.325,27.222
3179,HENY,UVL,,NEW VALLEY,EGYPT,0,0,0,U,0,0,0,U,0,0.0,0.0
